electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-3.17720785627145,56.95519628110979,Grampian,,"Hillhead of Auquhirie, Stonehaven",Scotland,Scotland,2013-01-16,,,2.3,3.0,"Hillhead of Auquhirie, Resubmission",3701.0,Octopus Investements/Blue Energy (previously Auquhirie Land Company Ltd),
7.5,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.40221420483428,54.84042029358402,Durham,,"South Sharpley Farm, near Seaham, County Durham",North East,England,2013-01-23,,,2.5,3.0,South Sharpley Wind Farm (Revised),3985.0,REG Windpower (previously  Cornwall Light & Power),
4.7,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN15,-6.23315325947081,54.87950167643577,Co. Antrim,,Michelin Tyre PLC Raceview Road Ballymena BT42 4HZ Northern Ireland,Northern Ireland,Northern Ireland,2013-01-24,,,2.35,2.0,Ballymena Wind Park Limited,2866.0,White Young Green Planning,
17.1,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.0696998212775,53.75175243380721,Humberside,,Land To The West Of Ivy House Rectory Road Roos East Riding Of Yorkshire,Yorkshire and Humber,England,2013-02-04,,,1.9,9.0,Roos Wind Farm (Resubmission),3835.0,Renewable Energy Systems (RES),
18.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.70293080049763,57.22529808108559,Grampian,,"Clashnarae Hill, Kildrummy, Alford",Scotland,Scotland,2013-02-14,,,2.3,8.0,Kildrummy Windfarm,4114.0,Greencoat UK Wind/Bay Wa .r.e/ SunGift,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE3,UKE31,-1.69216255265117,53.53675391564201,South Yorkshire,,"34 Spicer Hill, Whitley Road, Penistone, Sheffield, South Yorks. S36 7G",Yorkshire and Humber,England,2013-02-15,,,2.3,3.0,Spicer Hill Wind Farm,2680.0,,
2.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.28790674682624,55.86659826323289,Borders,,"Brockholes Farm, Grantshouse, Duns, Borders. TD11 3RL",Scotland,Scotland,2013-02-18,,,0.8,3.0,Brockholes Wind Cluster,2672.0,Brockholes Farm,
2.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD44,-2.77953957054606,54.00721790231125,Lancashire,,"Bailrigg Lane, Lancaster, Lancashire",North West,England,2013-02-18,,,2.0,1.0,Lancaster University (wind),3803.0,Lancaster University,
1.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-2.98218323457938,59.27656299913252,Orkney Islands,,"West Manse, Westray, KW17 2DR",Scotland,Scotland,2013-02-18,,,0.9,2.0,Gallowhill,3693.0,Private Developer,
2.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.96061957185445,55.72466026103094,Strathclyde,,"Middleton Avenue, Strutherhil Industrial Estate, Larkhill, Strathclyde. ML9 2TL",Scotland,Scotland,2013-02-18,,,2.2,1.0,The Rosti Factory,3667.0,Branna Industrial & Technical Services Ltd,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM64,-7.34788103142488,57.23374470621922,Western Isles,,"Lochcarnan, Isle of South Uist. HS8 5",Scotland,Scotland,2013-02-18,,,2.3,3.0,Lochcarnan Community Windfarm,3670.0,Storas Uibhist,
5.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH14,1.12662486656579,52.33668677003622,Suffolk,,"Eye Airfield Industrial Estate, Ipswich Road, Brome, Eye, Suffolk, IP23 8AW",Eastern,England,2013-02-25,,,2.5,2.0,Humphrey Group,3672.0,Roy Humphrey Group,
4.6,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN15,-6.19861976339279,54.87280510595328,Co. Antrim,,"Raceview Road, Broughshane, Woodside Road, Ballymena, Co Antrim. BT42 4J",Northern Ireland,Northern Ireland,2013-02-25,,,2.3,2.0,The Michelin Tyre Factory - Ballymena,3680.0,Ecotricity,
24.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.54695037083096,57.99562556592778,Highland,,"Lairg, Highlands. IV27 4EU",Scotland,Scotland,2013-02-28,,,1.3,19.0,Rosehall Hill Forest Windfarm,4051.0,E.ON UK,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.17256626595317,53.84568553943843,Humberside,,Land North And North EastHomer HouseAldbrough RoadWithernwickEast Riding Of Yorkshire,Yorkshire and Humber,England,2013-03-19,,,2.0,9.0,Withernwick,3987.0,Energiekontor UK,
20.7,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.19970400194162,54.89489373905316,Co. Derry / Londonderry,,"Townlands of Carrickatane, Castlemellan, Cullion, Gortmellan & Taboe Glebe (Co. Tyrone) and Tirkeeveny & Killymallaght (Co. Derry), accessing onto Gortmellon Road, Cullion, BT47 3TA",Northern Ireland,Northern Ireland,2013-03-21,,,2.3,9.0,Townlands of Carrickatane,4042.0,Northern Wind Power,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH3,UKH32,0.33684857767734,51.45728667437793,Essex,,"Installed from the Dock entrance along to the GradeII listed Cruise Terminal, Tilbury Docks, Tilbury",Eastern,England,2013-03-25,,,3.0,4.0,Tilbury Docks,3982.0,Scottish Equity Partners,
14.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-4.13422127684142,55.57827169223076,Strathclyde,,Near Dungavel Reservoir,Scotland,Scotland,2013-03-27,,,1.3,11.0,Bankend Rig,4055.0,I & H Brown Ltd,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM64,-6.51077380117635,58.25719679083966,Western Isles,,"Pentland Road, Isle of Lewis",Scotland,Scotland,2013-03-28,,,2.3,6.0,Pentland Road Wind Farm,4063.0,Arnish Electric Ltd / Farm Energy Ltd,
6.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM71,-3.04805806432442,56.57092465329458,Tayside,,"Chamberwells, Glamis, Tayside",Scotland,Scotland,2013-03-29,,,0.8,8.0,Ark Hill,4062.0,Green Cat Renewables,
52.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.67702109222773,58.56792198963654,Highland,,"Bardnaheigh, Westfield, Thurso",Scotland,Scotland,2013-03-29,,,2.5,21.0,Baillie Wind Farm,4021.0,Baillie Windfarm Ltd,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.54196049672945,57.49977702073071,Grampian,,"Newton Of Fortrie, FortrieTurriffAB53 4HL",Scotland,Scotland,2013-03-30,,,2.3,3.0,Shielburn Farm,3784.0,Green Cat Renewables,
10.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.2256848736052,58.43928726142236,Highland,,"Land At Wathegar Bilbster, Wick, Caithness",Scotland,Scotland,2013-03-31,,,2.0,5.0,Wathegar wind farm,3757.0,Private Developer,
10.3,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF1,UKF15,-1.01456802718016,53.15105772289533,Nottinghamshire,,Former Bilsthorpe Colliery Eakring Road Bilsthorpe Nottinghamshire,East Midlands,England,2013-03-31,,,2.0,5.0,Stonish Hill Re-submission (Bilsthorpe),3739.0,REG Power Management (John Laing/Peel Energy),
15.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC21,-1.79638794893128,55.27525414376314,Northumberland,,"Wingates, Longhorsley, Morpeth, Northampronshire. NE65 8",North East,England,2013-03-31,,,2.5,6.0,Wingates Wind Farm,3754.0,Ventient (formerly Infinis),
